time,DeviceID,SumoEdgeID,LaneNO,Volume,Svolume,Mvolume,Lvolume
2026-05-05 13:13:23,V3AIL00,,3,62,19,23,20
2026-05-05 13:13:23,VMVUL20,,0,4,3,0,1
2026-05-05 13:13:23,VMVUL20,,1,37,36,1,0
2026-05-05 13:13:23,VMVUL20,,2,22,18,1,3
2026-05-05 13:13:23,VMVUL20,,3,16,15,1,0
2026-05-05 13:13:23,VI9R760,,0,2,2,0,0
2026-05-05 13:13:23,VI9R760,,1,18,9,9,0
2026-05-05 13:13:23,VI9R760,,2,1,1,0,0
2026-05-05 13:13:23,VI9R760,,3,9,4,2,3
2026-05-05 13:13:23,VI9R760,,4,19,15,1,3
2026-05-05 13:13:23,VK6P820,,0,23,16,7,0
2026-05-05 13:13:23,VK6P820,,1,38,15,22,1
2026-05-05 13:13:23,VP5KR40,,0,25,24,1,0
2026-05-05 13:13:23,VP5KR40,,1,43,37,1,5
2026-05-05 13:13:23,VSDPM60,,0,17,16,1,0
2026-05-05 13:13:23,VSDPM60,,1,9,8,0,1
2026-05-05 13:13:23,VSDPM60,,2,18,17,1,0
2026-05-05 13:13:23,VSDPM60,,3,50,46,0,4
2026-05-05 13:13:23,VLRHT00,,0,21,20,1,0
2026-05-05 13:13:23,VLRHT00,,1,36,35,1,0
2026-05-05 13:13:23,VLRHT00,,2,18,12,3,3
2026-05-05 13:13:23,VLRHT00,,3,31,17,5,9
2026-05-05 13:13:23,VLRJX20,,0,10,6,4,0
2026-05-05 13:13:23,VLRJX20,,1,32,21,11,0
2026-05-05 13:13:23,VLRJX20,,2,9,4,5,0
2026-05-05 13:13:23,VLRJX20,,3,3,1,0,2
2026-05-05 13:13:23,VLRJX20,,4,1,0,0,1
2026-05-05 13:13:23,VB9L800,,0,13,8,5,0
2026-05-05 13:13:23,VB9L800,,1,24,21,0,3
2026-05-05 13:13:23,VB9L800,,2,15,10,1,4
2026-05-05 13:13:23,VB9L800,,3,7,5,2,0
2026-05-05 13:13:23,VB9L800,,4,24,13,6,5
2026-05-05 13:13:23,VB9L800,,5,20,6,13,1
2026-05-05 13:13:23,VB9L800,,6,0,0,0,0
2026-05-05 13:13:23,V0111C0,,0,120,120,0,0
2026-05-05 13:13:23,VS6TI00,,0,36,6,25,5
2026-05-05 13:13:23,VS6TI00,,1,71,40,22,9
2026-05-05 13:13:23,VS6TI00,,2,41,23,13,5
2026-05-05 13:13:23,VS6TI00,,3,30,15,10,5
2026-05-05 13:13:23,V42E2E0,,0,40,40,0,0
2026-05-05 13:13:23,V42E2E0,,1,49,48,0,1
2026-05-05 13:13:23,VMG5E20,,0,40,27,11,2
2026-05-05 13:13:23,VMG5E20,,1,44,33,6,5
2026-05-05 13:13:23,VMG5E20,,2,51,23,28,0
2026-05-05 13:13:23,VN2B0E0,,0,33,27,3,3
2026-05-05 13:13:23,VN2B0E2,,0,66,61,1,4
2026-05-05 13:13:23,VN2B0E2,,1,64,59,0,5
2026-05-05 13:13:23,V1XLD00,,0,12,10,2,0
2026-05-05 13:13:23,V1XLD00,,1,35,18,16,1
2026-05-05 13:13:23,V1XLD00,,2,11,2,9,0
2026-05-05 13:13:23,V1XLD00,,3,12,9,3,0
2026-05-05 13:13:23,V1XLD00,,4,27,16,10,1
2026-05-05 13:13:23,V1XLD00,,5,9,2,7,0
2026-05-05 13:13:23,VN2B0E1,,0,14,12,0,2
2026-05-05 13:13:23,V12B2E0,,0,112,101,2,9
2026-05-05 13:13:23,VN2B0E3,,0,50,37,1,12
2026-05-05 13:13:23,VN2B0E3,,1,41,33,2,6
2026-05-05 13:13:23,V52I2E0,,0,40,38,0,2
2026-05-05 13:13:23,VENCU40,,0,19,16,0,3
2026-05-05 13:13:23,VENCU40,,1,45,17,23,5
2026-05-05 13:13:23,V1050A0,,0,72,59,4,9
2026-05-05 13:13:23,V1050A0,,1,73,55,0,18
2026-05-05 13:13:23,V1050A0,,2,42,30,0,12
2026-05-05 13:13:23,V9211A0,,0,33,31,1,1
2026-05-05 13:13:23,V9211A0,,1,42,20,22,0
2026-05-05 13:13:23,V9211A0,,2,5,1,1,3
2026-05-05 13:13:23,V9211A0,,3,1,0,0,1
2026-05-05 13:13:23,VCZKG00,,0,17,14,0,3
2026-05-05 13:13:23,VCZKG00,,1,26,23,0,3
2026-05-05 13:13:23,VHSIP20,,0,19,16,2,1
2026-05-05 13:13:23,VHSIP20,,1,23,15,7,1
2026-05-05 13:13:23,VHSIP20,,2,0,0,0,0
2026-05-05 13:13:23,VHSIP20,,3,0,0,0,0
2026-05-05 13:13:23,VDENZ00,,0,63,55,5,3
2026-05-05 13:13:23,VDENZ00,,1,47,23,20,4
2026-05-05 13:13:23,VGLKW40,,0,40,32,8,0
2026-05-05 13:13:23,VGLKW40,,1,11,8,3,0
2026-05-05 13:13:23,VLXFX20,,0,60,46,12,2
2026-05-05 13:13:23,VLXFX20,,1,83,29,47,7
2026-05-05 13:13:23,V8250E0,,0,18,16,2,0
2026-05-05 13:13:23,V8250E0,,1,50,35,5,10
2026-05-05 13:13:23,V8250E0,,2,43,33,1,9
2026-05-05 13:13:23,V8250E0,,3,37,31,2,4
2026-05-05 13:13:23,V8250E1,,0,57,40,1,16
2026-05-05 13:13:23,V8250E1,,1,63,53,1,9
2026-05-05 13:13:23,V8250E1,,2,29,22,0,7
2026-05-05 13:13:23,V8250E1,,3,16,11,4,1
2026-05-05 13:13:23,VJGPQ00,,0,38,37,0,1
2026-05-05 13:13:23,VJGPQ00,,1,2,0,0,2
2026-05-05 13:13:23,VJGPQ00,,2,24,23,0,1
2026-05-05 13:13:23,VJGPQ00,,3,19,19,0,0
2026-05-05 13:13:23,VSHZU60,,0,14,10,1,3
2026-05-05 13:13:23,VSHZU60,,1,18,8,5,5
2026-05-05 13:13:23,VDYN960,,0,54,41,10,3
2026-05-05 13:13:23,VDYN960,,1,39,24,15,0
2026-05-05 13:13:23,VRHT640,,0,15,14,1,0
2026-05-05 13:13:23,VRHT640,,1,65,63,2,0
2026-05-05 13:13:23,VRHT640,,2,51,47,1,3
2026-05-05 13:13:23,VRHT640,,3,21,20,1,0
2026-05-05 13:13:23,VRHT640,,4,5,1,4,0
2026-05-05 13:13:23,VYRGM00,,0,15,12,1,2
2026-05-05 13:13:23,VYRGM00,,1,25,18,0,7
2026-05-05 13:13:23,VYRGM00,,2,22,18,0,4
2026-05-05 13:13:23,VYRGM00,,3,10,9,1,0
2026-05-05 13:13:23,VYRGM00,,4,14,14,0,0
2026-05-05 13:13:23,VYRGM00,,5,19,16,1,2
2026-05-05 13:13:23,V4010A0,,0,73,44,28,1
2026-05-05 13:13:23,V4010A0,,1,93,64,26,3
2026-05-05 13:13:23,V4010A0,,2,16,15,1,0
2026-05-05 13:13:23,V1030A0,,0,93,75,15,3
2026-05-05 13:13:23,V1030A0,,1,120,94,21,5
2026-05-05 13:13:23,V1030A0,,2,99,76,21,2
2026-05-05 13:13:23,VEFM0C0,,0,25,22,1,2
2026-05-05 13:13:23,VEFM0C0,,1,19,18,1,0
2026-05-05 13:13:23,V1250E0,,0,88,63,17,8
2026-05-05 13:13:23,V1250E0,,1,104,69,32,3
2026-05-05 13:13:23,V1250E0,,2,66,51,12,3
2026-05-05 13:13:23,V1NMM20,,0,38,24,9,5
2026-05-05 13:13:23,V1NMM20,,1,15,12,1,2
2026-05-05 13:13:23,V1NMM20,,2,32,27,3,2
2026-05-05 13:13:23,V1NMM20,,3,20,11,3,6
2026-05-05 13:13:23,VN0F0E1,,0,73,63,3,7
2026-05-05 13:13:23,VN0F0E1,,1,58,44,11,3
2026-05-05 13:13:23,VN0F0E1,,2,31,28,0,3
2026-05-05 13:13:23,V5051A0,,0,90,89,0,1
2026-05-05 13:13:23,V5260E0,,0,69,58,1,10
2026-05-05 13:13:23,V5260E0,,1,11,3,6,2
2026-05-05 13:13:23,V9HKV40,,0,1,1,0,0
2026-05-05 13:13:23,V9HKV40,,1,0,0,0,0
2026-05-05 13:13:23,VJWJ700,1458697048#0,0,2,1,1,0
2026-05-05 13:13:23,VJWJ700,1458697048#0,1,17,16,0,1
2026-05-05 13:13:23,VJWJ700,1458697048#0,2,3,1,2,0
2026-05-05 13:13:23,VJWJ700,1458697048#0,3,46,11,34,1
2026-05-05 13:13:23,VJWJ700,1458697048#0,4,1,0,1,0
2026-05-05 13:13:23,VJWJ700,1458697048#0,5,0,0,0,0
2026-05-05 13:13:23,VN0F0E0,,0,24,24,0,0
2026-05-05 13:13:23,VHKPV40,,0,15,12,2,1
2026-05-05 13:13:23,VHKPV40,,1,51,33,14,4
2026-05-05 13:13:23,VHKPV40,,2,19,11,6,2
2026-05-05 13:13:23,VHKPV40,,3,39,16,12,11
2026-05-05 13:13:23,VU8P760,,0,3,0,2,1
2026-05-05 13:13:23,VU8P760,,1,9,0,7,2
2026-05-05 13:13:23,VU8P760,,2,14,0,6,8
2026-05-05 13:13:23,VU8P760,,3,12,0,10,2
2026-05-05 13:13:23,VU8P760,,4,0,0,0,0
2026-05-05 13:13:23,VU8P760,,5,0,0,0,0
2026-05-05 13:13:23,VJCHS40,,0,21,16,0,5
2026-05-05 13:13:23,VJCHS40,,1,25,17,1,7
2026-05-05 13:13:23,VKFRT00,,0,77,72,2,3
2026-05-05 13:13:23,VKFRT00,,1,72,61,8,3
2026-05-05 13:13:23,VIWRJ60,,0,15,13,0,2
2026-05-05 13:13:23,VIWRJ60,,1,24,14,10,0
2026-05-05 13:13:23,VIWRJ60,,2,0,0,0,0
2026-05-05 13:13:23,VIWRJ60,,3,8,7,1,0
2026-05-05 13:13:23,VIWRJ60,,4,9,7,2,0
2026-05-05 13:13:23,VIWRJ60,,5,4,0,4,0
2026-05-05 13:13:23,VKWN800,,0,25,25,0,0
2026-05-05 13:13:23,VKWN800,,1,25,24,0,1
2026-05-05 13:13:23,VKWN800,,2,27,26,0,1
2026-05-05 13:13:23,VKWN800,,3,1,0,0,1
2026-05-05 13:13:23,VU8EF40,,0,16,16,0,0
2026-05-05 13:13:23,VU8EF40,,1,63,59,0,4
2026-05-05 13:13:23,VU8EF40,,2,58,58,0,0
2026-05-05 13:13:23,VU8EF40,,3,9,9,0,0
2026-05-05 13:13:23,VNLKR60,,0,13,11,1,1
2026-05-05 13:13:23,VNLKR60,,1,31,28,0,3
2026-05-05 13:13:23,VNLKR60,,2,3,1,2,0
2026-05-05 13:13:23,VLRJM60,,0,30,18,12,0
2026-05-05 13:13:23,VLRJM60,,1,36,17,12,7
2026-05-05 13:13:23,VLRJM60,,2,3,1,2,0
2026-05-05 13:13:23,VPWMA00,,0,33,21,8,4
2026-05-05 13:13:23,VPWMA00,,1,9,6,3,0
2026-05-05 13:13:23,VJCTT20,,0,16,6,8,2
2026-05-05 13:13:23,VJCTT20,,1,45,40,1,4
2026-05-05 13:13:23,VIDDL00,,0,33,21,1,11
2026-05-05 13:13:23,VIDDL00,,1,42,29,7,6
2026-05-05 13:13:23,VRPSV70,,0,14,5,9,0
2026-05-05 13:13:23,VRPSV70,,1,52,30,18,4
2026-05-05 13:13:23,VQI4840,,0,12,8,2,2
2026-05-05 13:13:23,VQI4840,,1,33,24,5,4
2026-05-05 13:13:23,VQI4840,,2,14,8,1,5
2026-05-05 13:13:23,VQI4840,,3,36,27,3,6
2026-05-05 13:13:23,VQI4840,,4,6,4,0,2
2026-05-05 13:13:23,VJWJ720,,0,23,16,0,7
2026-05-05 13:13:23,VJWJ720,,1,16,9,0,7
2026-05-05 13:13:23,V52B1E0,,0,26,20,1,5
2026-05-05 13:13:23,VSSTW00,,0,14,13,0,1
2026-05-05 13:13:23,VSSTW00,,1,31,24,4,3
2026-05-05 13:13:23,VSSTW00,,2,18,14,4,0
2026-05-05 13:13:23,VLTEQ40,,0,25,10,15,0
2026-05-05 13:13:23,VLTEQ40,,1,32,14,18,0
2026-05-05 13:13:23,VLTEQ40,,2,15,11,4,0
2026-05-05 13:13:23,VM210E2,,0,30,22,1,7
2026-05-05 13:13:23,VM210E2,,1,44,30,1,13
2026-05-05 13:13:23,V8030A0,,0,31,28,0,3
2026-05-05 13:13:23,V8030A0,,1,40,38,0,2
2026-05-05 13:13:23,V8030A0,,2,49,44,0,5
2026-05-05 13:13:23,VMZM900,,0,14,11,1,2
2026-05-05 13:13:23,VMZM900,,1,46,31,12,3
2026-05-05 13:13:23,VMZM900,,2,28,13,11,4
2026-05-05 13:13:23,VMZM900,,3,0,0,0,0
2026-05-05 13:13:23,VMZM900,,4,0,0,0,0
2026-05-05 13:13:23,VPYIH00,,0,24,16,1,7
2026-05-05 13:13:23,V3311G0,,0,24,24,0,0
2026-05-05 13:13:23,V3311G0,,1,10,7,1,2
2026-05-05 13:13:23,VRNIF00,,0,13,12,1,0
2026-05-05 13:13:23,VRNIF00,,1,18,18,0,0
2026-05-05 13:13:23,VRNIF00,,2,68,24,43,1
2026-05-05 13:13:23,VRNIF00,,3,8,6,2,0
2026-05-05 13:13:23,VRNIF00,,4,16,13,3,0
2026-05-05 13:13:23,VRNIF00,,5,21,11,6,4
2026-05-05 13:13:23,VINM760,,0,15,15,0,0
2026-05-05 13:13:23,VINM760,,1,21,20,0,1
2026-05-05 13:13:23,VINM760,,2,0,0,0,0
2026-05-05 13:13:23,VINM760,,3,1,0,0,1
2026-05-05 13:13:23,VYSIB60,,0,35,17,18,0
2026-05-05 13:13:23,V52A0E0,,0,92,82,1,9
2026-05-05 13:13:23,V52A0E0,,1,108,93,4,11
2026-05-05 13:13:23,VKHGT60,,0,24,18,3,3
2026-05-05 13:13:23,VKHGT60,,1,45,37,0,8
2026-05-05 13:13:23,VKHGT60,,2,31,28,0,3
2026-05-05 13:13:23,VKHGT60,,3,52,52,0,0
2026-05-05 13:13:23,VRKQZ40,,0,11,11,0,0
2026-05-05 13:13:23,VRKQZ40,,1,15,11,4,0
2026-05-05 13:13:23,VRKQZ40,,2,0,0,0,0
2026-05-05 13:13:23,VRKQZ40,,3,6,5,1,0
2026-05-05 13:13:23,V5271E0,,0,38,38,0,0
2026-05-05 13:13:23,VRGUF00,,0,12,10,1,1
2026-05-05 13:13:23,VRGUF00,,1,33,29,4,0
2026-05-05 13:13:23,VRGUF00,,2,35,24,4,7
2026-05-05 13:13:23,VRGUF00,,3,26,16,2,8
2026-05-05 13:13:23,V0130A0,,0,57,51,2,4
2026-05-05 13:13:23,V0130A0,,1,120,113,3,4
2026-05-05 13:13:23,V0130A0,,2,57,56,0,1
2026-05-05 13:13:23,VBWQ840,,0,43,29,14,0
2026-05-05 13:13:23,VBWQ840,,1,32,5,26,1
2026-05-05 13:13:23,VHPBV00,,0,11,11,0,0
2026-05-05 13:13:23,VHPBV00,,1,10,8,2,0
2026-05-05 13:13:23,VHPBV00,,2,18,15,2,1
2026-05-05 13:13:23,VHPBV00,,3,2,2,0,0
2026-05-05 13:13:23,VPDS600,,0,22,18,4,0
2026-05-05 13:13:23,VPDS600,,1,30,30,0,0
2026-05-05 13:13:23,VPDS600,,2,12,11,0,1
2026-05-05 13:13:23,VPDS600,,3,14,9,0,5
2026-05-05 13:13:23,VPDS600,,4,22,14,0,8
2026-05-05 13:13:23,VPDS600,,5,41,5,31,5
2026-05-05 13:13:23,V0130A1,,0,43,40,3,0
2026-05-05 13:13:23,V0130A1,,1,118,112,0,6
2026-05-05 13:13:23,V0130A1,,2,79,78,0,1
2026-05-05 13:13:23,VGYS7A1,,0,24,19,0,5
2026-05-05 13:13:23,VSMQQ40,,0,11,11,0,0
2026-05-05 13:13:23,VSMQQ40,,1,21,21,0,0
2026-05-05 13:13:23,VGYS7A0,,0,38,30,7,1
2026-05-05 13:13:23,VGYS7A0,,1,9,8,0,1
2026-05-05 13:13:23,VMXH820,,0,63,36,20,7
2026-05-05 13:13:23,VMXH820,,1,4,2,1,1
2026-05-05 13:13:23,VMXH820,,2,19,14,5,0
2026-05-05 13:13:23,VMXH820,,3,26,15,3,8
2026-05-05 13:13:23,VMXH820,,4,18,12,4,2
2026-05-05 13:13:23,V8010A2,,0,22,21,0,1
2026-05-05 13:13:23,V8010A2,,1,12,12,0,0
2026-05-05 13:13:23,V8010A2,,2,54,48,3,3
2026-05-05 13:13:23,V8010A2,,3,22,21,0,1
2026-05-05 13:13:23,V8010A2,,4,49,45,3,1
2026-05-05 13:13:23,V8010A2,,5,29,26,0,3
2026-05-05 13:13:23,V8010A1,,0,18,17,1,0
2026-05-05 13:13:23,V8010A1,,1,52,45,1,6
2026-05-05 13:13:23,V8010A1,,2,39,29,3,7
2026-05-05 13:13:23,VU8EF00,,0,30,29,0,1
2026-05-05 13:13:23,VU8EF00,,1,52,50,0,2
2026-05-05 13:13:23,VU8EF00,,2,61,59,0,2
2026-05-05 13:13:23,VU8EF00,,3,21,21,0,0
2026-05-05 13:13:23,VMZLI20,,0,14,13,0,1
2026-05-05 13:13:23,VMZLI20,,1,24,23,0,1
2026-05-05 13:13:23,VMZLI20,,2,36,20,16,0
2026-05-05 13:13:23,VMZLI20,,3,9,6,0,3
2026-05-05 13:13:23,VMZLI20,,4,28,26,0,2
2026-05-05 13:13:23,VMZLI20,,5,36,15,21,0
2026-05-05 13:13:23,VYSIB40,,0,28,23,4,1
2026-05-05 13:13:23,VYSIB40,,1,39,34,3,2
2026-05-05 13:13:23,VYSIB40,,2,24,7,16,1
2026-05-05 13:13:23,V1021A0,,0,49,49,0,0
2026-05-05 13:13:23,V4221E0,,0,7,7,0,0
2026-05-05 13:13:23,V4221E0,,1,3,3,0,0
2026-05-05 13:13:23,VJCTT60,,0,12,8,4,0
2026-05-05 13:13:23,VJCTT60,,1,46,45,1,0
2026-05-05 13:13:23,VJCTT60,,2,41,15,25,1
2026-05-05 13:13:23,VJCTT60,,3,18,10,8,0
2026-05-05 13:13:23,VJCTT60,,4,36,25,10,1
2026-05-05 13:13:23,VJCTT60,,5,23,9,12,2
2026-05-05 13:13:23,VQEUU60,,0,19,16,3,0
2026-05-05 13:13:23,VQEUU60,,1,33,26,7,0
2026-05-05 13:13:23,VQEUU60,,2,21,19,1,1
2026-05-05 13:13:23,VQEUU60,,3,38,32,2,4
2026-05-05 13:13:23,V4080G0,,0,23,21,0,2
2026-05-05 13:13:23,V4080G0,,1,12,12,0,0
2026-05-05 13:13:23,VLYGU40,,0,19,15,0,4
2026-05-05 13:13:23,VLYGU40,,1,23,16,0,7
2026-05-05 13:13:23,VLYGU40,,2,36,24,4,8
2026-05-05 13:13:23,VKZQW20,,0,25,24,1,0
2026-05-05 13:13:23,VKZQW20,,1,7,3,4,0
2026-05-05 13:13:23,VKZQW20,,2,22,15,3,4
2026-05-05 13:13:23,VKZQW20,,3,13,9,0,4
2026-05-05 13:13:23,VGBBW20,,0,29,20,4,5
2026-05-05 13:13:23,VGBBW20,,1,40,33,1,6
2026-05-05 13:13:23,V8230E1,,0,43,36,4,3
2026-05-05 13:13:23,V8230E1,,1,45,41,1,3
2026-05-05 13:13:23,V8230E1,,2,53,49,0,4
2026-05-05 13:13:23,VJFPW00,,0,18,18,0,0
2026-05-05 13:13:23,VJFPW00,,1,43,34,9,0
2026-05-05 13:13:23,VJFPW00,,2,10,5,5,0
2026-05-05 13:13:23,VJFPW00,,3,0,0,0,0
2026-05-05 13:13:23,VJFPW00,,4,0,0,0,0
2026-05-05 13:13:23,VRHT660,,0,23,3,9,11
2026-05-05 13:13:23,VRHT660,,1,22,3,1,18
2026-05-05 13:13:23,VRHT660,,2,15,5,3,7
2026-05-05 13:13:23,VRHT660,,3,2,1,0,1
2026-05-05 13:13:23,VRHT660,,4,12,3,8,1
2026-05-05 13:13:23,VRHT660,,5,34,9,8,17
2026-05-05 13:13:23,V1VJK40,,0,35,24,9,2
2026-05-05 13:13:23,V1VJK40,,1,80,56,23,1
2026-05-05 13:13:23,V1VJK40,,2,67,60,4,3
2026-05-05 13:13:23,V1230E0,,0,99,88,8,3
2026-05-05 13:13:23,V1230E0,,1,112,97,9,6
2026-05-05 13:13:23,V1230E0,,2,45,45,0,0
2026-05-05 13:13:23,V7230E0,,0,57,56,0,1
2026-05-05 13:13:23,V7230E0,,1,23,22,0,1
2026-05-05 13:13:23,VQGGJ20,,0,18,14,2,2
2026-05-05 13:13:23,VQGGJ20,,1,29,20,5,4
2026-05-05 13:13:23,VQGGJ20,,2,35,34,1,0
2026-05-05 13:13:23,VQGGJ20,,3,49,37,9,3
2026-05-05 13:13:23,VHKQD00,,0,35,28,4,3
2026-05-05 13:13:23,VHKQD00,,1,23,17,4,2
2026-05-05 13:13:23,VHKQD00,,2,11,3,7,1
2026-05-05 13:13:23,VHKQD00,,3,50,49,0,1
2026-05-05 13:13:23,VHKQD00,,4,71,56,13,2
2026-05-05 13:13:23,VHKQD00,,5,26,13,8,5
2026-05-05 13:13:23,V8001H1,,0,1,1,0,0
2026-05-05 13:13:23,V8001H1,,1,22,13,4,5
2026-05-05 13:13:23,V8001H1,,2,43,28,4,11
2026-05-05 13:13:23,V8001H1,,3,46,23,4,19
2026-05-05 13:13:23,VU8EF20,,0,68,67,0,1
2026-05-05 13:13:23,VU8EF20,,1,47,41,2,4
2026-05-05 13:13:23,VU8EF20,,2,23,23,0,0
2026-05-05 13:13:23,VU8EF20,,3,23,18,0,5
2026-05-05 13:13:23,VU8EF20,,4,88,46,0,42
2026-05-05 13:13:23,VHKPV60,,0,15,10,4,1
2026-05-05 13:13:23,VHKPV60,,1,15,13,1,1
2026-05-05 13:13:23,VHKPV60,,2,29,25,3,1
2026-05-05 13:13:23,VHKPV60,,3,13,9,3,1
2026-05-05 13:13:23,VHKPV60,,4,0,0,0,0
2026-05-05 13:13:23,VHKPV60,,5,0,0,0,0
2026-05-05 13:13:23,VP5QG20,,0,13,12,1,0
2026-05-05 13:13:23,VP5QG20,,1,27,24,1,2
2026-05-05 13:13:23,VP5QG20,,2,40,20,20,0
2026-05-05 13:13:23,VP5QG20,,3,17,10,7,0
2026-05-05 13:13:23,VP5QG20,,4,54,29,24,1
2026-05-05 13:13:23,VP5QG20,,5,37,22,11,4
2026-05-05 13:13:23,VIWRJ00,,0,8,7,1,0
2026-05-05 13:13:23,VIWRJ00,,1,19,12,7,0
2026-05-05 13:13:23,VIWRJ00,,2,8,3,5,0
2026-05-05 13:13:23,VIWRJ00,,3,5,5,0,0
2026-05-05 13:13:23,VIWRJ00,,4,40,34,3,3
2026-05-05 13:13:23,VIWRJ00,,5,18,8,3,7
2026-05-05 13:13:23,VYSIB20,,0,17,9,7,1
2026-05-05 13:13:23,VYSIB20,,1,12,5,6,1
2026-05-05 13:13:23,VTARZ40,,0,16,10,4,2
2026-05-05 13:13:23,VTARZ40,,1,10,5,5,0
2026-05-05 13:13:23,V9060A0,,0,9,8,0,1
2026-05-05 13:13:23,V9060A0,,1,46,19,25,2
2026-05-05 13:13:23,V9060A0,,2,24,22,0,2
2026-05-05 13:13:23,VP8QY00,,0,27,21,2,4
2026-05-05 13:13:23,VP8QY00,,1,27,14,9,4
2026-05-05 13:13:23,V4210D0,,0,55,31,18,6
2026-05-05 13:13:23,V4210D0,,1,64,53,8,3
2026-05-05 13:13:23,V4210D0,,2,16,15,0,1
2026-05-05 13:13:23,V3320G0,,0,38,36,1,1
2026-05-05 13:13:23,V3320G0,,1,30,29,0,1
2026-05-05 13:13:23,V3320G0,,2,24,24,0,0
2026-05-05 13:13:23,V3320G0,,3,23,19,0,4
2026-05-05 13:13:23,VKAHN20,,0,46,38,4,4
2026-05-05 13:13:23,VKAHN20,,1,15,9,2,4
2026-05-05 13:13:23,VKAHN20,,2,15,9,0,6
2026-05-05 13:13:23,VKAHN20,,3,39,33,1,5
2026-05-05 13:13:23,VKAHN20,,4,38,32,1,5
2026-05-05 13:13:23,VKAHN20,,5,32,23,3,6
2026-05-05 13:13:23,V50C2A0,,0,14,9,3,2
2026-05-05 13:13:23,VVCGQ40,,0,14,13,0,1
2026-05-05 13:13:23,VVCGQ40,,1,72,39,33,0
2026-05-05 13:13:23,VVCGQ40,,2,39,26,9,4
2026-05-05 13:13:23,VVCGQ40,,3,67,18,42,7
2026-05-05 13:13:23,VEFMN60,,0,31,22,9,0
2026-05-05 13:13:23,VEFMN60,,1,23,17,6,0
2026-05-05 13:13:23,VEFMN60,,2,32,13,18,1
2026-05-05 13:13:23,VEFMN60,,3,28,12,15,1
2026-05-05 13:13:23,VEFMN60,,4,0,0,0,0
2026-05-05 13:13:23,VEFMN60,,5,0,0,0,0
2026-05-05 13:13:23,VKII640,,0,17,10,7,0
2026-05-05 13:13:23,VKII640,,1,18,15,3,0
2026-05-05 13:13:23,VKII640,,2,3,3,0,0
2026-05-05 13:13:23,VKII640,,3,31,29,1,1
2026-05-05 13:13:23,VKII640,,4,26,20,6,0
2026-05-05 13:13:23,VKWNV20,,0,39,25,12,2
2026-05-05 13:13:23,VKWNV20,,1,13,4,4,5
2026-05-05 13:13:23,VKWNV20,,2,27,19,7,1
2026-05-05 13:13:23,VKWNV20,,3,20,16,0,4
2026-05-05 13:13:23,VK7K820,,0,27,15,1,11
2026-05-05 13:13:23,VK7K820,,1,26,17,0,9
2026-05-05 13:13:23,VK7K820,,2,16,8,6,2
2026-05-05 13:13:23,VK7K820,,3,7,7,0,0
2026-05-05 13:13:23,VJGMT20,,0,6,6,0,0
2026-05-05 13:13:23,VJGMT20,,1,38,36,0,2
2026-05-05 13:13:23,VJGMT20,,2,54,42,11,1
2026-05-05 13:13:23,VJGMT20,,3,33,30,0,3
2026-05-05 13:13:23,VJGMT20,,4,39,13,19,7
2026-05-05 13:13:23,VJGMT20,,5,43,22,18,3
2026-05-05 13:13:23,VDTJT00,,0,12,7,5,0
2026-05-05 13:13:23,VDTJT00,,2,0,0,0,0
2026-05-05 13:13:23,VDTJT00,,1,2,0,2,0
2026-05-05 13:13:23,VSPRA40,,0,28,24,0,4
2026-05-05 13:13:23,VSPRA40,,1,5,2,2,1
2026-05-05 13:13:23,VSPRA40,,2,18,4,0,14
2026-05-05 13:13:23,VSPRA40,,3,7,5,0,2
2026-05-05 13:13:23,VSPRA40,,4,9,8,0,1
2026-05-05 13:13:23,VQEJF20,,0,22,20,1,1
2026-05-05 13:13:23,VQEJF20,,1,45,32,4,9
2026-05-05 13:13:23,VQEJF20,,2,11,7,4,0
2026-05-05 13:13:23,VQEJF20,,3,29,23,3,3
2026-05-05 13:13:23,VJGN760,,0,36,36,0,0
2026-05-05 13:13:23,VJGN760,,1,31,20,5,6
2026-05-05 13:13:23,VJGN760,,2,24,18,3,3
2026-05-05 13:13:23,VJGN760,,3,5,2,2,1
2026-05-05 13:13:23,VHLM800,,0,9,6,0,3
2026-05-05 13:13:23,VHLM800,,1,29,20,5,4
2026-05-05 13:13:23,VHLM800,,2,33,28,4,1
2026-05-05 13:13:23,VHLM800,,3,12,6,2,4
2026-05-05 13:13:23,VHLM800,,4,37,27,5,5
2026-05-05 13:13:23,VHLM800,,5,30,13,13,4
2026-05-05 13:13:23,VYSIB00,,0,23,21,2,0
2026-05-05 13:13:23,VYSIB00,,1,63,49,12,2
2026-05-05 13:13:23,VYSIB00,,2,19,11,8,0
2026-05-05 13:13:23,VT5QV00,,0,42,31,1,10
2026-05-05 13:13:23,VT5QV00,,1,26,20,2,4
2026-05-05 13:13:23,VT5QV00,,2,21,11,8,2
2026-05-05 13:13:23,VT5QV00,,3,34,25,6,3
2026-05-05 13:13:23,V52C0E0,,0,82,76,1,5
2026-05-05 13:13:23,V52C0E0,,1,57,53,1,3
2026-05-05 13:13:23,VNF3G20,,0,33,29,0,4
2026-05-05 13:13:23,VNF3G20,,1,35,28,4,3
2026-05-05 13:13:23,VQBUL20,,0,7,5,0,2
2026-05-05 13:13:23,VQBUL20,,1,5,2,0,3
2026-05-05 13:13:23,VQBUL20,,2,11,4,5,2
